,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos
7749,пустыня,8,0,0,0,0,0,0,0,0,0,0,0
7750,подходить,8,0,0,0,0,0,0,0,0,0,0,0
7751,текущий,8,0,0,0,0,0,0,0,0,0,0,0
7752,поднимать,8,0,0,0,0,0,0,0,0,0,0,0
7753,роза,8,0,0,0,0,0,0,0,0,0,0,0
7754,прибыть,8,0,0,0,0,0,0,0,0,0,0,0
7755,мастер,8,0,0,0,0,0,0,0,0,0,0,0
7756,отслеживать,8,0,0,0,0,0,0,0,0,0,1,0
7757,родительский,8,0,0,0,0,0,0,0,0,0,0,0
7758,берег,8,0,0,0,0,0,0,0,0,0,0,0
7759,разделение,8,0,0,0,0,0,0,0,0,0,0,0
7760,лист,8,0,0,0,0,0,0,0,0,0,0,0
7761,вещество,8,0,0,0,0,0,0,0,0,0,0,0
7762,услуга,8,0,0,0,0,0,0,0,0,0,1,0
7763,соединять,8,0,0,0,0,0,0,0,0,0,0,0
7764,почта,8,0,0,0,0,0,0,0,0,0,0,0
7765,проводить,8,0,0,0,0,0,0,0,0,0,0,0
7766,аккорд,8,0,0,0,0,0,0,0,0,0,0,0
7767,толстый,8,0,0,0,0,0,0,0,0,0,0,0
7768,радостный,8,0,0,0,0,0,0,0,0,0,0,0
7769,оригинал,8,0,0,0,0,0,0,0,0,0,0,0
7770,поделиться,8,0,0,0,0,0,0,0,0,0,0,0
7771,станция,8,0,0,0,0,0,0,0,0,0,0,0
7772,папа,8,0,0,0,0,0,0,0,0,0,0,0
7773,хлеб,8,0,0,0,0,0,0,0,0,0,1,0
7774,обвинение,8,0,0,0,0,0,0,0,0,0,0,0
7775,правильный,8,0,0,0,0,0,0,0,0,0,0,0
7776,бар,8,0,0,0,0,0,0,0,0,0,0,0
7777,предложение,8,0,0,0,0,0,0,0,0,0,1,0
7778,сегмент,8,0,0,0,0,0,0,0,0,0,0,0
7779,раб,8,0,0,0,0,0,0,0,0,0,0,0
7780,утка,8,0,0,0,0,0,0,0,0,0,0,0
7781,мгновенный,8,0,0,0,0,0,0,0,0,0,0,0
7782,рынок,8,0,0,0,0,0,0,0,0,0,0,0
7783,степень,8,0,0,0,0,0,0,0,0,0,0,0
7784,заполнять,8,0,0,0,0,0,0,0,0,0,0,0
7785,птенца,8,0,0,0,0,0,0,0,0,0,0,0
7786,уважаемые,8,0,0,0,0,0,0,0,0,0,0,0
7787,враг,8,0,0,0,0,0,0,0,0,0,0,0
7788,ответить,8,0,0,0,0,0,0,0,0,0,0,0
7789,напиток,8,0,0,0,0,0,0,0,0,0,0,0
7790,происходить,8,0,0,0,0,0,0,0,0,0,0,0
7791,поддерживать,8,0,0,0,0,0,0,0,0,0,0,0
7792,речь,8,0,0,0,0,0,0,0,0,0,0,0
7793,природа,8,0,0,0,0,0,0,0,0,0,0,0
7794,диапазон,8,0,0,0,0,0,0,0,0,0,0,0
7795,готовить на пару,8,0,0,0,0,0,0,0,0,0,0,0
7796,движение,8,0,0,0,0,0,0,0,0,0,0,0
7797,дорожка,8,0,0,0,0,0,0,0,0,0,0,0
7798,жидкость,8,0,0,0,0,0,0,0,0,0,0,0
7799,журнал,8,0,0,0,0,0,0,0,0,0,0,0
7800,имел ввиду,8,0,0,0,0,0,0,0,0,0,0,0
7801,коэффициент,8,0,0,0,0,0,0,0,0,0,0,0
7802,зубы,8,0,0,0,0,0,0,0,0,0,0,0
7803,оболочка,8,0,0,0,0,0,0,0,0,0,0,0
7804,шея,8,0,0,0,0,0,0,0,0,0,0,0
7805,кислород,8,0,0,0,0,0,0,0,0,0,1,0
7806,сахар,8,0,0,0,0,0,0,0,0,0,0,0
7807,смерть,8,0,0,0,0,0,0,0,0,0,0,0
7808,симпатичная,8,0,0,0,0,0,0,0,0,0,0,0
7809,навык,8,0,0,0,0,0,0,0,0,0,0,0
7810,женщины,8,0,0,0,0,0,0,0,0,0,0,0
7811,время года,8,0,0,0,0,0,0,0,0,0,0,0
7812,решение,8,0,0,0,0,0,0,0,0,0,0,0
7813,магнит,8,0,0,0,0,0,0,0,0,0,0,0
7814,серебряный,8,0,0,0,0,0,0,0,0,0,0,0
7815,благодарить,8,0,0,0,0,0,0,0,0,0,1,0
7816,ответвляться,8,0,0,0,0,0,0,0,0,0,1,0
7817,соответствие,8,0,0,0,0,0,0,0,0,0,0,0
7818,суффикс,8,0,0,0,0,0,0,0,0,0,0,0
7819,особенно,8,0,0,0,0,0,0,0,0,0,0,0
7820,рис,8,0,0,0,0,0,0,0,0,0,0,0
7821,боюсь,8,0,0,0,0,0,0,0,0,0,0,0
7822,огромный,8,0,0,0,0,0,0,0,0,0,0,0
7823,сестра,8,0,0,0,0,0,0,0,0,0,0,0
7824,стали,8,0,0,0,0,0,0,0,0,0,0,0
7825,обсуждать,8,0,0,0,0,0,0,0,0,0,0,0
7826,вперед,8,0,0,0,0,0,0,0,0,0,0,0
7827,похожий,8,0,0,0,0,0,0,0,0,0,0,0
7828,руководство,8,0,0,0,0,0,0,0,0,0,0,0
7829,опыт,8,0,0,0,0,0,0,0,0,0,0,0
7830,счет,8,0,0,0,0,0,0,0,0,0,0,0
7831,яблоко,8,0,0,0,0,0,0,0,0,0,1,0
7832,купленный,8,0,0,0,0,0,0,0,0,0,1,0
7833,вел,8,0,0,0,0,0,0,0,0,0,0,0
7834,подача,8,0,0,0,0,0,0,0,0,0,0,0
7835,пальто,8,0,0,0,0,0,0,0,0,0,0,0
7836,масса,8,0,0,0,0,0,0,0,0,0,0,0
7837,открытка,8,0,0,0,0,0,0,0,0,0,0,0
7838,группа,8,0,0,0,0,0,0,0,0,0,0,0
7839,веревка,8,0,0,0,0,0,0,0,0,0,0,0
7840,соскальзывать,8,0,0,0,0,0,0,0,0,0,0,0
7841,победить,8,0,0,0,0,0,0,0,0,0,0,0
7842,мечтать,8,0,0,0,0,0,0,0,0,0,0,0
7843,вечер,8,0,0,0,0,0,0,0,0,0,0,0
7844,условие,8,0,0,0,0,0,0,0,0,0,1,0
7845,подача,8,0,0,0,0,0,0,0,0,0,0,0
7846,инструмент,8,0,0,0,0,0,0,0,0,0,0,0
7847,базовый,8,0,0,0,0,0,0,0,0,0,0,0
7848,запах,8,0,0,0,0,0,0,0,0,0,0,0
7849,долина,8,0,0,0,0,0,0,0,0,0,0,0
7850,ни,8,0,0,0,0,0,0,0,0,0,0,0
7851,двойной,8,0,0,0,0,0,0,0,0,0,0,0
7852,сиденье,8,0,0,0,0,0,0,0,0,0,0,0
7853,продолжать,8,0,0,0,0,0,0,0,0,0,0,0
7854,блокировать,8,0,0,0,0,0,0,0,0,0,1,0
7855,диаграмма,8,0,0,0,0,0,0,0,0,0,0,0
7856,шляпа,8,0,0,0,0,0,0,0,0,0,1,0
7857,продавать,8,0,0,0,0,0,0,0,0,0,0,0
7858,успех,8,0,0,0,0,0,0,0,0,0,0,0
7859,компания,8,0,0,0,0,0,0,0,0,0,0,0
7860,вычтите,8,0,0,0,0,0,0,0,0,0,0,0
7861,мероприятие,8,0,0,0,0,0,0,0,0,0,0,0
7862,конкретный,8,0,0,0,0,0,0,0,0,0,0,0
7863,иметь дело,8,0,0,0,0,0,0,0,0,0,0,0
7864,плавать,8,0,0,0,0,0,0,0,0,0,1,0
7865,срок,8,0,0,0,0,0,0,0,0,0,0,0
7866,противоположный,8,0,0,0,0,0,0,0,0,0,0,0
7867,жена,8,0,0,0,0,0,0,0,0,0,0,0
7868,обувь,8,0,0,0,0,0,0,0,0,0,0,0
7869,плечо,8,0,0,0,0,0,0,0,0,0,1,0
7870,распространять,8,0,0,0,0,0,0,0,0,0,0,0
7871,договариваться,8,0,0,0,0,0,0,0,0,0,0,0
7872,лагерь,8,0,0,0,0,0,0,0,0,0,0,0
7873,изобретать,8,0,0,0,0,0,0,0,0,0,0,0
7874,хлопок,8,0,0,0,0,0,0,0,0,0,1,0
7875,родился,8,0,0,0,0,0,0,0,0,0,0,0
7876,определять,8,0,0,0,0,0,0,0,0,0,0,0
7877,лист,8,0,0,0,0,0,0,0,0,0,0,0
7878,девять,8,0,0,0,0,0,0,0,0,0,0,0
7879,грузовая машина,8,0,0,0,0,0,0,0,0,0,0,0
7880,шум,8,0,0,0,0,0,0,0,0,0,0,0
7881,уровень,8,0,0,0,0,0,0,0,0,0,0,0
7882,шанс,8,0,0,0,0,0,0,0,0,0,0,0
7883,собирать,8,0,0,0,0,0,0,0,0,0,0,0
7884,магазин,8,0,0,0,0,0,0,0,0,0,0,0
7885,протяжение,8,0,0,0,0,0,0,0,0,0,0,0
7886,бросать,8,0,0,0,0,0,0,0,0,0,0,0
7887,светить,8,0,0,0,0,0,0,0,0,0,0,0
7888,имущество,8,0,0,0,0,0,0,0,0,0,0,0
7889,столбец,8,0,0,0,0,0,0,0,0,0,0,0
7890,молекула,8,0,0,0,0,0,0,0,0,0,0,0
7891,выбрать,8,0,0,0,0,0,0,0,0,0,0,0
7892,неправильный,8,0,0,0,0,0,0,0,0,0,0,0
7893,серый,8,0,0,0,0,0,0,0,0,0,0,0
7894,повторение,8,0,0,0,0,0,0,0,0,0,0,0
7895,требовать,8,0,0,0,0,0,0,0,0,0,0,0
7896,широкий,8,0,0,0,0,0,0,0,0,0,0,0
7897,подготовить,8,0,0,0,0,0,0,0,0,0,0,0
7898,соль,8,0,0,0,0,0,0,0,0,0,0,0
7899,нос,8,0,0,0,0,0,0,0,0,0,0,0
7900,множественное число,8,0,0,0,0,0,0,0,0,0,1,0
7901,злость,8,0,0,0,0,0,0,0,0,0,1,0
7902,требовать,8,0,0,0,0,0,0,0,0,0,0,0
7903,континент,8,0,0,0,0,0,0,0,0,0,0,0
7904,come,5,0,0,0,0,0,0,0,0,0,0,0
7905,il suo,5,0,0,0,0,0,0,0,0,0,0,1
7906,quello,5,1,1,2,1,1,0,1,1,0,0,1
7907,lui,5,0,0,0,0,0,0,0,0,0,0,1
7908,era,5,0,0,0,0,0,0,0,0,0,0,0
7909,per,5,0,0,0,0,0,0,0,0,0,0,0
7910,su,5,0,0,0,0,0,0,0,0,0,0,0
7911,sono,5,0,0,0,0,0,0,0,0,0,0,0
7912,insieme a,5,0,0,0,0,0,0,0,0,2,0,1
7913,essi,5,0,0,0,1,0,0,0,0,1,0,0
7914,essere,5,0,0,0,1,0,0,0,0,1,0,0
7915,a,5,0,0,0,0,0,0,0,0,0,0,0
7916,uno,5,0,0,0,0,0,0,0,0,0,0,0
7917,avere,5,0,0,0,0,0,0,0,0,0,0,0
7918,questo,5,2,0,1,2,1,0,1,1,1,0,1
7919,da,5,0,0,0,0,0,0,0,0,0,0,0
7920,di,5,0,0,0,0,0,1,0,0,0,0,0
7921,piccante,5,0,0,1,0,0,0,0,0,0,0,0
7922,parola,5,0,0,0,0,0,0,1,0,0,0,0
7923,ma,5,0,0,0,0,0,0,0,0,0,0,0
7924,che cosa,5,1,0,1,0,0,1,2,1,2,0,0
7925,alcuni,5,0,0,0,0,0,0,0,0,0,0,0
7926,è,5,0,0,0,0,0,0,0,0,0,0,0
7927,esso,5,0,0,0,1,0,0,0,0,1,0,0
7928,voi,5,0,0,0,0,0,0,0,0,0,0,1
7929,o,5,0,0,0,0,0,0,0,0,0,0,0
7930,avevo,5,0,0,0,0,0,0,0,0,0,0,0
7931,il,5,0,0,0,0,0,0,0,0,0,0,0
7932,di,5,0,0,0,0,0,1,0,0,0,0,0
7933,a,5,0,0,0,0,0,0,0,0,0,0,0
7934,e,5,0,0,0,0,0,0,0,0,0,0,0
7935,un,5,0,0,0,0,0,0,0,0,0,0,0
7936,in,5,0,0,0,0,0,0,0,0,1,0,0
7937,noi,5,0,0,0,0,0,0,0,0,0,0,1
7938,potere,5,0,0,0,0,0,0,0,0,0,0,0
7939,fuori,5,0,0,0,0,0,0,0,0,0,0,1
7940,altro,5,2,0,0,0,0,0,0,0,0,0,0
7941,erano,5,0,0,0,0,0,0,0,0,0,0,0
7942,quale,5,1,0,1,1,1,0,1,0,0,0,1
7943,fare,5,0,0,0,0,0,0,0,0,0,0,0
7944,i loro,5,0,0,0,0,0,0,0,0,0,0,0
7945,volta,5,0,0,0,0,0,0,0,0,0,0,0
7946,se,5,0,0,0,0,0,0,0,0,0,0,0
7947,volere,5,0,0,0,0,0,0,0,0,0,0,0
7948,come,5,0,0,0,0,0,0,0,0,0,0,0
7949,disse,5,0,0,0,1,0,1,0,0,0,0,0
7950,un,5,0,0,0,0,0,0,0,0,0,0,0
7951,a testa,5,1,0,0,1,0,0,0,1,1,0,0
7952,raccontare,5,0,0,1,0,0,0,0,0,0,0,0
7953,fa,5,0,0,0,0,0,0,0,0,0,0,0
7954,impostare,5,1,0,0,1,0,0,0,1,0,0,0
7955,tre,5,2,0,0,0,0,0,0,0,0,0,0
7956,volere,5,0,0,0,0,0,0,0,0,0,0,0
7957,aria,5,0,0,0,0,0,0,0,0,0,0,1
7958,bene,5,0,0,0,0,0,0,1,0,0,0,0
7959,anche,5,1,2,2,0,1,1,2,1,2,0,0
7960,giocare a,5,0,0,0,0,0,0,2,0,0,0,1
7961,piccolo,5,0,0,0,0,0,0,0,0,0,0,0
7962,fine,5,0,0,0,0,0,0,1,0,1,0,0
7963,mettere,5,0,0,0,0,0,0,0,1,1,0,0
7964,casa,5,0,0,0,0,0,0,0,0,0,0,0
7965,leggere,5,0,0,0,0,0,0,0,1,0,0,0
7966,mano,5,0,0,0,0,0,0,0,0,0,0,0
7967,porta,5,0,0,0,0,0,0,0,0,0,0,0
7968,di grandi dimensioni,5,0,1,1,0,0,1,2,0,0,0,1
7969,sillabare,5,0,1,1,0,0,0,1,1,0,0,0
7970,inserisci,5,0,1,0,0,1,0,2,0,1,0,0
7971,terra,5,0,0,1,0,1,0,0,0,0,0,0
7972,qui,5,1,0,1,1,1,0,1,0,0,0,1
7973,dovere,5,0,0,0,0,0,0,0,0,0,0,0
7974,grande,5,0,1,1,0,0,0,0,0,0,0,0
7975,alto,5,0,0,0,0,0,0,0,0,0,0,0
7976,tale,5,0,0,0,0,0,0,0,0,0,0,0
7977,seguire,5,0,0,1,0,1,0,0,0,0,0,1
7978,atto,5,0,0,0,0,0,0,0,1,0,0,0
7979,chiedi,5,1,0,1,0,0,3,2,1,2,0,1
7980,uomini,5,0,0,0,0,0,0,0,0,1,0,1
7981,modificare,5,0,0,0,0,0,1,0,0,0,0,0
7982,luce,5,0,0,0,0,0,0,0,0,0,0,0
7983,tipo,5,0,0,0,0,0,0,0,0,0,0,0
7984,spento,5,0,0,1,1,0,0,0,0,1,0,0
7985,bisogno,5,0,0,0,0,0,0,2,0,0,0,0
7986,casa,5,0,0,0,0,0,0,0,0,0,0,0
7987,immagine,5,0,0,0,0,0,0,1,0,1,0,0
7988,tentativo,5,0,0,1,0,0,0,0,0,1,0,0
7989,noi,5,0,0,0,0,0,0,0,0,0,0,1
7990,ancora,5,0,2,1,0,1,0,0,0,0,0,0
7991,animale,5,0,0,0,0,0,0,0,0,0,0,0
7992,punto,5,0,0,1,0,0,0,0,0,0,0,0
7993,madre,5,0,0,0,0,0,0,0,0,0,0,0
7994,mondo,5,0,1,1,0,0,0,0,0,0,0,0
7995,vicino,5,0,0,0,0,0,0,1,0,1,0,0
7996,costruire,5,3,0,0,2,0,0,0,1,0,0,1
7997,se stesso,5,1,0,0,2,0,0,0,1,1,0,0
7998,terra,5,0,0,1,0,1,0,0,0,0,0,0
7999,padre,5,0,0,0,0,0,0,0,0,0,0,0
8000,qualunque,5,1,0,1,1,1,0,1,0,0,0,2
8001,nuovo,5,0,0,0,0,0,0,0,0,0,0,1
8002,opera,5,0,0,0,0,0,0,0,0,0,0,0
8003,parte,5,0,0,0,0,0,0,0,0,0,0,0
8004,prendere,5,0,3,2,0,0,0,0,0,0,0,0
8005,ottenere,5,0,0,0,0,0,0,1,1,0,0,0
8006,posto,5,1,0,0,1,0,0,0,1,0,0,0
8007,fatto,5,0,0,0,0,0,0,0,1,0,0,0
8008,abitare,5,0,0,0,0,0,0,0,0,0,0,0
8009,dove,5,0,0,0,0,0,0,0,0,0,0,0
8010,dopo,5,0,0,0,0,0,0,0,0,0,0,0
8011,indietro,5,2,1,1,0,0,1,0,0,2,0,1
8012,piccolo,5,0,0,0,0,0,0,0,0,0,0,0
8013,solo,5,0,0,0,0,0,0,0,0,0,0,0
8014,il giro,5,0,0,0,0,0,0,0,0,0,0,0
8015,uomo,5,0,0,0,0,0,0,0,0,0,0,1
8016,anno,5,0,0,0,0,0,0,0,0,0,0,0
8017,è venuto,5,0,0,0,0,0,0,0,0,0,0,0
8018,mostrare,5,3,0,0,2,0,0,0,1,0,0,0
8019,ogni,5,0,0,0,0,0,0,2,0,0,0,0
8020,buona,5,0,0,0,0,0,0,0,0,0,0,1
8021,me,5,0,0,0,0,0,0,0,0,0,0,0
8022,dare,5,0,0,0,0,0,0,0,0,0,0,0
8023,i nostri,5,3,0,0,2,0,0,0,1,0,0,0
8024,sotto,5,0,0,0,0,0,0,0,1,0,0,0
8025,nome,5,0,0,0,0,0,0,0,0,0,0,0
8026,molto,5,0,0,0,0,0,0,0,0,0,0,0
8027,attraverso,5,2,0,0,0,0,0,0,1,0,0,0
8028,appena,5,0,0,0,0,0,0,0,0,0,0,0
8029,modulo,5,0,0,0,0,0,0,0,0,0,0,0
8030,frase,5,0,1,0,0,0,0,0,0,0,0,0
8031,grande,5,0,1,1,0,0,0,0,0,0,0,0
8032,pensare,5,0,0,0,0,0,0,0,0,0,0,0
8033,dire,5,0,0,0,0,0,1,0,0,0,0,0
8034,aiuto,5,0,0,0,0,0,0,0,0,0,0,2
8035,basso,5,0,0,0,1,0,0,0,0,0,0,0
8036,linea,5,0,0,0,0,0,0,1,0,1,0,1
8037,differire,5,0,0,0,0,0,1,0,0,0,0,0
8038,causa,5,0,0,0,0,0,0,0,0,0,0,1
8039,tanto,5,0,0,1,0,0,0,0,0,0,0,0
8040,significare,5,0,0,0,0,0,0,2,0,0,0,0
8041,prima,5,0,2,1,0,0,0,0,0,0,0,0
8042,muoversi,5,0,0,0,0,0,0,0,0,0,0,1
8043,giusto,5,1,0,0,1,0,0,0,1,0,0,1
8044,ragazzo,5,0,0,0,0,0,0,0,0,0,0,0
8045,vecchio,5,1,0,1,0,0,1,4,1,1,0,1
8046,anche,5,1,2,2,0,1,1,2,1,2,0,0
8047,stesso,5,1,0,0,2,0,0,0,1,1,0,0
8048,lei,5,0,0,0,0,0,0,0,0,0,0,1
8049,tutto,5,0,0,0,0,0,0,0,1,0,0,0
8050,là,5,0,0,0,0,0,0,0,0,0,0,0
8051,quando,5,1,1,2,1,1,0,1,0,0,0,1
8052,su,5,0,0,0,0,0,0,0,0,0,0,0
8053,uso,5,0,0,0,0,0,0,0,0,0,0,0
8054,tuo,5,0,0,0,0,0,0,0,0,0,0,1
8055,modo,5,0,0,0,0,0,0,0,0,0,0,0
8056,di,5,0,0,0,0,0,1,0,0,0,0,0
8057,molti,5,0,0,0,0,0,0,0,0,0,0,0
8058,poi,5,0,0,0,0,0,0,0,0,0,0,1
8059,loro,5,0,0,0,0,0,0,0,0,0,0,0
8060,scrivere,5,0,1,0,0,1,0,1,0,0,0,0
8061,voluto,5,0,0,0,0,0,0,0,0,0,0,0
8062,piace,5,0,0,0,0,0,0,0,0,0,0,1
8063,così,5,0,0,0,0,0,0,0,0,0,0,0
8064,queste,5,2,0,1,2,1,0,1,1,1,0,1
8065,suo,5,0,0,0,0,0,0,0,0,0,0,1
8066,lungo,5,1,0,0,1,0,0,0,1,0,0,0
8067,rendere,5,0,1,1,0,0,0,0,0,0,0,0
8068,cosa,5,0,0,0,0,0,0,0,0,0,0,0
8069,vedere,5,0,0,0,0,0,1,0,0,0,0,0
8070,lui,5,0,0,0,0,0,0,0,0,0,0,1
8071,due,5,0,0,0,0,0,0,0,0,0,0,1
8072,ha,5,0,0,0,0,0,0,0,0,0,0,0
8073,guarda,5,0,0,1,0,1,0,0,0,0,0,1
8074,di più,5,0,0,0,0,0,1,0,0,0,0,1
8075,giorno,5,0,0,0,0,0,0,2,0,0,0,1
8076,potevo,5,0,0,0,0,0,0,0,0,0,0,0
8077,andare,5,0,1,1,0,0,0,0,0,0,0,0
8078,venire,5,0,0,0,0,0,0,0,0,0,0,0
8079,numero,5,0,0,0,0,0,0,0,0,0,0,0
8080,suono,5,0,0,0,0,0,0,0,0,0,0,1
8081,no,5,0,0,0,0,0,0,0,0,0,0,0
8082,più,5,0,0,0,0,0,0,0,0,0,0,1
8083,le persone,5,0,0,0,0,0,0,1,0,0,0,0
8084,mio,5,0,0,0,0,0,0,2,0,0,0,1
8085,sopra,5,0,2,1,0,0,0,0,0,0,0,0
8086,sapere,5,0,0,0,0,0,0,0,0,0,0,0
8087,acqua,5,1,0,1,1,1,0,1,0,0,0,1
8088,di,5,0,0,0,0,0,1,0,0,0,0,0
8089,chiamata,5,1,0,1,0,0,1,2,1,1,0,1
8090,primo,5,0,2,1,0,0,0,0,0,0,0,0
8091,chi,5,1,0,1,0,0,1,2,1,1,0,0
8092,maggio,5,0,0,0,0,0,0,2,1,0,0,1
8093,fuori uso,5,0,0,0,0,0,0,0,0,0,0,1
8094,lato,5,0,0,0,0,0,0,1,0,0,0,0
8095,stato,5,1,0,0,1,0,0,0,1,0,0,0
8096,adesso,5,0,0,0,1,0,0,0,0,1,0,0
8097,trova,5,2,0,0,0,0,0,0,0,0,0,0
8098,testa,5,1,0,0,1,0,0,0,1,1,0,0
8099,possedere,5,0,0,0,1,0,1,0,0,0,0,0
8100,pagina,5,0,0,0,0,0,0,0,0,1,0,0
8101,dovrebbe,5,0,0,0,0,0,0,0,0,0,0,0
8102,nazione,5,0,0,0,0,0,0,3,0,0,0,1
8103,fondare,5,0,1,1,0,0,0,0,0,0,0,0
8104,rispondere,5,0,1,1,1,0,0,0,0,0,0,0
8105,scuola,5,0,1,0,0,1,0,2,0,0,0,1
8106,crescere,5,0,1,0,0,1,0,1,0,1,0,0
8107,studia,5,1,0,0,1,0,1,0,1,0,0,1
8108,ancora,5,0,2,1,0,1,0,0,0,0,0,0
8109,imparare,5,0,0,0,0,0,0,0,0,0,0,0
8110,pianta,5,0,0,1,0,0,0,0,0,0,0,1
8111,coperchio,5,1,1,1,0,0,1,4,1,1,0,1
8112,cibo,5,0,0,0,0,0,0,1,0,0,0,0
8113,sole,5,0,0,0,0,0,0,0,0,0,0,0
8114,quattro,5,3,0,1,1,1,0,1,1,0,0,1
8115,fra,5,0,1,0,0,0,0,0,0,0,0,0
8116,stato,5,1,0,0,1,0,0,0,1,0,0,0
8117,mantenere,5,0,0,1,0,0,0,1,0,0,0,0
8118,occhio,5,1,0,1,0,0,1,4,1,1,0,1
8119,mai,5,0,0,0,0,0,0,0,0,0,0,1
8120,ultimo,5,0,0,0,0,0,0,0,0,0,0,0
8121,permettere,5,0,0,0,0,1,0,0,1,1,0,0
8122,pensiero,5,0,0,0,0,0,0,0,0,1,0,1
8123,città,5,0,0,0,0,0,0,1,1,0,0,0
8124,albero,5,0,0,0,0,0,0,0,0,0,0,0
8125,attraverso,5,2,0,0,0,0,0,0,1,0,0,0
8126,azienda agricola,5,0,1,1,0,0,0,1,0,1,0,1
8127,difficile,5,0,0,0,0,0,1,1,0,0,0,0
8128,inizio,5,0,0,0,0,0,0,2,0,1,0,1
8129,potrebbe,5,2,0,0,0,0,0,0,0,0,0,0
8130,storia,5,1,0,0,1,0,0,0,1,0,0,1
8131,sega,5,0,0,0,0,0,0,0,0,0,0,0
8132,lontano,5,0,0,1,0,0,0,0,0,0,0,0
8133,mare,5,0,0,0,0,0,0,0,0,0,0,0
8134,disegno,5,0,0,0,0,0,1,2,0,0,0,0
8135,sinistra,5,3,0,0,2,0,0,0,1,1,0,0
8136,tardi,5,0,0,0,0,0,1,0,0,0,0,0
8137,correre,5,0,0,1,0,1,0,0,0,0,0,0
8138,non,5,0,0,0,0,0,0,0,0,0,0,0
8139,mentre,5,2,0,1,0,0,0,0,0,1,0,0
8140,stampa,5,1,0,0,1,0,0,0,1,0,0,0
8141,chiudere,5,1,0,1,0,0,1,2,1,1,0,1
8142,notte,5,0,0,0,0,0,0,0,1,0,0,0
8143,vero,5,0,0,0,0,0,0,0,0,0,0,0
8144,vita,5,0,0,0,0,0,0,0,0,0,0,0
8145,pochi,5,1,0,1,0,0,1,2,1,1,0,0
8146,nord,5,0,0,0,0,0,0,0,0,0,0,0
8147,prenotare,5,0,2,1,0,0,0,0,0,0,0,0
8148,trasportare,5,2,0,0,1,0,0,0,0,0,0,0
8149,ha preso,5,0,2,1,0,0,0,0,0,1,0,0
8150,scienza,5,0,1,0,0,1,0,2,0,1,0,1
8151,mangiare,5,1,0,0,1,0,0,0,1,0,0,1
8152,camera,5,0,0,0,0,0,0,0,0,0,0,0
8153,amico,5,0,0,0,0,0,0,0,0,0,0,0
8154,iniziò,5,0,0,0,0,0,0,0,0,1,0,1
8155,idea,5,0,0,0,0,0,1,0,0,0,0,1
8156,pesce,5,0,1,0,0,1,0,1,0,1,0,0
8157,montagna,5,0,0,1,0,0,0,2,0,0,0,0
8158,fermare,5,0,0,0,0,1,0,0,0,0,0,0
8159,una volta,5,0,0,0,0,0,0,0,0,0,0,0
8160,base,5,0,0,0,0,0,0,0,0,0,0,0
8161,ascoltare,5,0,1,0,0,1,0,1,0,0,0,0
8162,cavallo,5,0,1,1,0,0,0,0,1,0,0,0
8163,tagliare,5,0,0,0,0,0,0,2,0,0,0,1
8164,sicuro,5,0,0,0,0,0,0,0,0,0,0,0
8165,guarda,5,0,0,1,0,1,0,0,0,0,0,1
8166,colore,5,0,0,0,0,0,0,0,0,0,0,0
8167,viso,5,0,0,0,0,0,0,0,0,0,0,0
8168,di legno,5,0,0,0,0,0,1,2,0,0,0,0
8169,principale,5,0,4,2,0,1,0,1,0,1,0,0
8170,aprire,5,0,2,1,0,0,0,0,0,0,0,0
8171,sembrare,5,0,1,1,0,0,0,0,0,0,0,0
8172,insieme,5,0,0,0,0,0,0,0,0,2,0,1
8173,prossimo,5,0,2,1,1,0,0,0,0,0,0,0
8174,bianca,5,0,2,1,0,1,0,0,0,0,0,1
8175,figli,5,0,0,0,0,0,0,2,0,0,0,0
8176,inizio,5,0,0,0,0,0,0,2,0,1,0,1
8177,avuto,5,0,0,0,0,0,0,0,0,0,0,0
8178,camminare,5,0,0,0,0,0,0,0,0,1,0,0
8179,esempio,5,0,0,0,0,0,0,2,0,1,0,1
8180,sollievo,5,0,1,1,0,0,0,0,1,1,0,1
8181,carta,5,0,0,0,0,0,0,0,0,0,0,0
8182,gruppo,5,0,0,0,0,0,0,0,0,0,0,0
8183,sempre,5,0,2,1,0,0,0,0,0,0,0,0
8184,musica,5,0,0,0,0,0,0,0,0,0,0,0
8185,quelli,5,1,1,2,1,1,0,1,1,0,0,1
8186,entrambi,5,2,0,2,0,0,0,0,0,1,0,0
8187,marchio,5,1,1,1,0,0,1,4,1,1,0,1
8188,spesso,5,0,0,0,2,0,0,0,0,1,0,0
8189,lettera,5,0,0,0,0,0,0,0,1,1,0,0
8190,fino a,5,0,0,0,0,0,0,0,0,1,0,0
8191,miglio,5,0,0,0,0,0,0,4,0,0,0,1
8192,fiume,5,0,0,0,0,0,0,0,0,0,0,1
8193,macchina,5,1,0,1,0,0,1,2,1,2,0,0
8194,piedi,5,0,0,0,0,0,2,0,0,1,0,1
8195,cura,5,0,0,0,0,0,0,0,0,0,0,0
8196,secondo,5,0,1,1,0,0,0,0,0,0,0,0
8197,abbastanza,5,1,0,0,1,0,0,0,1,0,0,0
8198,pianura,5,0,0,0,0,0,0,0,0,0,0,1
8199,ragazza,5,0,0,0,0,0,0,0,0,0,0,0
