,word,lang,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,es_zipf,ca_zipf,it_zipf,fr_zipf,pt_zipf,de_zipf,sv_zipf,pl_zipf,ru_zipf
8049,tutto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.41,2.45,6.21,2.26,2.1,2.33,2.02,2.35,2.21
8050,là,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.54,3.08,5.03,5.99,2.91,2.7,2.32,1.6,2.1
8051,quando,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,2.71,3.15,6.24,2.36,6.3,2.38,1.91,2.47,1.86
8052,su,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,6.78,4.3,6.38,4.72,4.06,3.91,3.82,3.83,3.21
8053,uso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,5.38,3.24,5.32,2.51,5.43,2.57,2.29,2.2,1.77
8054,tuo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,2.56,2.42,5.73,2.35,2.52,2.31,2.04,2.19,1.76
8055,modo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,5.19,2.96,5.91,3.45,5.21,2.64,3.58,2.52,2.11
8056,di,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.98,4.47,7.59,4.56,4.38,4.67,4.32,4.32,3.64
8057,molti,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.28,0.0,5.54,1.34,1.04,1.44,1.15,1.08,1.03
8058,poi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,2.41,1.91,6.1,2.81,2.63,2.55,2.16,2.51,2.03
8059,loro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,3.54,2.88,6.18,2.45,2.53,2.5,2.14,1.99,2.1
8060,scrivere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,5.08,1.17,0.0,1.05,0.0,0.0,0.0
8061,voluto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0
8062,piace,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.57,1.4,0.0,5.42,1.7,1.2,1.47,1.17,1.84,1.49
8063,così,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,1.82,2.14,6.14,1.82,1.62,2.33,1.46,1.08,1.49
8064,queste,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.42,1.41,1.32,5.71,1.98,1.24,1.79,1.13,0.0,0.0
8065,suo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,2.45,2.61,6.19,2.45,2.47,2.43,1.8,1.62,2.0
8066,lungo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,1.81,1.09,5.39,1.77,1.43,2.09,1.98,1.51,0.0
8067,rendere,5,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0
8068,cosa,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,5.53,5.71,6.2,2.69,3.05,2.8,2.66,2.63,2.37
8069,vedere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.28,1.23,0.0,5.68,1.3,1.15,1.36,1.42,0.0,0.0
8070,lui,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.97,2.87,5.83,6.2,2.97,2.93,2.28,2.8,2.63
8071,due,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.35,3.17,3.25,6.17,4.3,3.22,3.44,3.3,3.09,2.55
8072,ha,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,6.3,6.8,6.69,4.52,4.52,4.68,6.39,4.82,3.45
8073,guarda,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,4.32,4.29,5.2,1.93,4.92,1.91,1.55,2.06,1.59
8074,di più,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,2.14,2.25,6.58,2.61,2.24,2.49,2.1,1.67,1.67
8075,giorno,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.39,2.68,5.85,2.34,2.49,2.47,2.22,2.06,2.11
8076,potevo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,0.0,0.0
8077,andare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.51,1.79,0.0,5.62,1.45,1.4,1.49,1.21,1.01,1.49
8078,venire,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.23,1.1,0.0,5.01,1.75,1.29,1.41,0.0,1.03,0.0
8079,numero,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5,4.37,3.5,5.58,3.43,3.97,2.67,2.58,2.66,2.07
8080,suono,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.04,4.58,0.0,0.0,1.19,0.0,0.0,1.07
8081,no,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,7.16,7.02,5.96,4.76,6.99,4.9,4.79,6.11,4.54
8082,più,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,2.14,2.25,6.63,2.62,2.24,2.49,2.1,1.67,1.68
8083,le persone,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.52,2.01,1.88,5.84,2.47,1.31,2.03,2.23,0.0,0.0
8084,mio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,4.42,3.2,6.01,3.01,3.1,4.66,3.31,3.08,2.86
8085,sopra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,2.03,1.67,5.27,2.97,3.3,2.53,1.63,1.79,1.46
8086,sapere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.4,1.8,1.92,5.36,1.62,1.36,2.17,1.51,1.52,0.0
8087,acqua,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,2.14,1.84,5.29,2.25,2.59,2.18,1.97,2.06,2.02
8088,di,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,4.98,4.47,7.59,4.56,4.38,4.67,4.32,4.32,3.64
8089,chiamata,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.86,0.0,0.0,1.13,0.0,0.0,0.0
8090,primo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,4.42,3.53,5.82,3.55,4.51,3.1,2.82,3.51,2.36
8091,chi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.81,3.36,6.08,3.69,3.8,3.61,3.74,3.76,2.9
8092,maggio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.24,1.89,5.32,2.22,2.11,2.31,3.05,2.06,0.0
8093,fuori uso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.63,2.39,5.15,1.68,1.19,1.9,1.45,1.23,1.02
8094,lato,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,2.41,1.67,5.06,2.18,3.29,2.01,1.62,4.46,1.29
8095,stato,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.32,1.84,6.25,2.5,2.06,2.51,1.7,2.54,1.69
8096,adesso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.27,0.0,5.51,1.1,1.46,2.06,0.0,1.11,0.0
8097,trova,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.8,2.58,5.29,1.89,2.64,1.7,1.63,1.25,0.0
8098,testa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.89,2.46,5.35,2.68,4.01,2.49,4.89,1.83,1.39
8099,possedere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8100,pagina,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.8,4.23,3.2,5.13,1.9,3.84,2.06,1.95,1.95,1.05
8101,dovrebbe,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,5.37,0.0,0.0,0.0,0.0,0.0,0.0
8102,nazione,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1.4,1.24,0.0,4.76,1.81,0.0,1.5,0.0,0.0,1.45
8103,fondare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0
8104,rispondere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0
8105,scuola,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,2.0,1.96,5.46,2.13,1.75,2.3,1.41,1.42,1.06
8106,crescere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0
8107,studia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.13,2.29,1.98,4.17,2.25,1.17,2.72,1.55,4.98,1.98
8108,ancora,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2.46,2.69,6.07,2.0,2.77,2.19,1.35,2.23,1.76
8109,imparare,5,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0
8110,pianta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.87,0.0,4.5,1.23,1.23,1.31,0.0,0.0,0.0
8111,coperchio,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0
8112,cibo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.73,0.0,5.06,1.89,1.39,1.79,1.51,1.35,0.0
8113,sole,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.29,3.03,2.53,5.13,3.2,2.89,3.23,2.6,3.5,2.42
8114,quattro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,2.54,2.11,5.37,2.65,2.27,3.01,2.81,2.74,2.82
8115,fra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.3,3.58,5.46,3.56,3.03,3.51,4.1,3.34,2.47
8116,stato,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.32,1.84,6.25,2.5,2.06,2.51,1.7,2.54,1.69
8117,mantenere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0
8118,occhio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.45,1.23,4.86,1.34,0.0,1.45,0.0,0.0,0.0
8119,mai,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,3.59,5.72,6.03,5.24,3.86,5.17,3.43,3.67,2.57
8120,ultimo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,4.29,2.8,5.19,2.19,3.84,2.68,1.56,2.04,1.6
8121,permettere,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0
8122,pensiero,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.85,1.87,1.99,5.04,1.99,1.4,1.99,0.0,0.0,0.0
8123,città,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,2.53,2.24,5.77,2.34,2.16,2.31,1.84,1.35,1.44
8124,albero,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1,2.3,2.24,4.51,1.3,1.13,1.91,0.0,1.22,0.0
8125,attraverso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.25,1.26,5.36,1.33,1.08,1.43,1.01,0.0,0.0
8126,azienda agricola,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,1.41,1.36,4.1,1.49,1.43,1.67,1.1,0.0,0.0
8127,difficile,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.41,1.97,1.17,5.29,5.17,1.81,2.35,2.07,1.94,1.57
8128,inizio,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.11,0.0,0.0,1.13,2.4,0.0,0.0
8129,potrebbe,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,0.0
8130,storia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.37,2.59,2.16,5.73,2.83,1.89,2.86,1.43,1.72,1.75
8131,sega,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,3.09,3.33,3.98,2.98,3.05,2.87,3.82,2.14,3.05
8132,lontano,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.35,1.2,4.91,1.21,0.0,1.44,0.0,1.08,0.0
8133,mare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3.6,3.23,5.36,5.22,3.66,3.18,3.29,2.92,3.2,2.49
8134,disegno,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1.39,1.2,4.71,1.5,1.06,1.8,0.0,1.19,0.0
8135,sinistra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,1.53,3.04,5.17,1.63,3.26,2.33,1.52,0.0,1.19
8136,tardi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.48,2.41,4.97,2.53,1.59,1.82,1.09,0.0,0.0
8137,correre,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.5,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0
8138,non,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,3.84,3.92,7.16,6.08,4.05,4.16,3.94,4.39,3.31
8139,mentre,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.34,1.48,5.62,5.8,1.55,1.34,1.33,0.0,0.0,0.0
8140,stampa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.48,1.9,5.08,2.41,2.4,2.37,2.98,2.26,2.29
8141,chiudere,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0
8142,notte,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.34,2.05,1.75,5.37,2.5,2.13,2.53,2.22,2.07,2.06
8143,vero,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.81,3.21,2.87,5.65,2.73,2.97,2.9,2.27,3.14,2.15
8144,vita,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,3.5,3.11,5.97,3.54,3.31,3.88,5.05,3.24,3.23
8145,pochi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,1.93,0.0,5.28,1.58,1.54,1.47,1.01,0.0,0.0
8146,nord,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,5.54,5.26,5.3,3.48,4.55,4.15,3.63,2.83
8147,prenotare,5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
8148,trasportare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0.0,0.0,0.0
8149,ha preso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,4.26,2.12,5.32,1.5,4.39,1.15,0.0,0.0,0.0
8150,scienza,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,2.22,1.23,4.71,1.92,1.31,1.95,0.0,1.31,0.0
8151,mangiare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.04,1.27,0.0,5.01,1.1,1.41,1.25,0.0,0.0,0.0
8152,camera,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,2.89,3.01,5.1,3.39,3.58,3.33,3.05,3.04,3.05
8153,amico,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.43,1.73,5.23,2.48,2.39,2.25,1.94,2.3,1.2
8154,iniziò,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0
8155,idea,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,5.43,5.31,5.45,2.97,3.25,3.27,3.08,4.37,2.8
8156,pesce,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.93,2.08,1.41,4.61,2.04,2.35,1.8,1.78,1.49,1.02
8157,montagna,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.78,1.37,4.65,1.93,1.35,1.67,1.13,0.0,0.0
8158,fermare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0
8159,una volta,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,2.86,4.89,5.83,2.86,4.09,2.65,2.58,2.39,2.1
8160,base,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.05,5.28,5.14,5.48,5.3,5.34,3.84,3.38,3.21,2.85
8161,ascoltare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0
8162,cavallo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,3.11,1.79,4.67,2.32,2.03,2.25,2.08,1.72,0.0
8163,tagliare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0
8164,sicuro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.03,0.0,5.22,1.18,0.0,1.17,0.0,0.0,0.0
8165,guarda,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,4.32,4.29,5.2,1.93,4.92,1.91,1.55,2.06,1.59
8166,colore,5,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.68,1.87,1.29,5.03,2.73,2.3,1.62,0.0,1.12,0.0
8167,viso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,2.89,1.89,4.6,2.03,2.28,1.68,1.22,1.15,0.0
8168,di legno,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.64,1.54,4.68,1.5,1.5,1.79,0.0,1.55,0.0
8169,principale,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4,1.61,1.04,5.08,4.65,1.15,1.8,1.25,1.08,0.0
8170,aprire,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0
8171,sembrare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,1.26,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0
8172,insieme,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.51,1.52,1.09,5.62,1.54,1.32,1.9,1.4,1.16,1.08
8173,prossimo,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0.0,0.0,5.07,0.0,0.0,1.21,0.0,0.0,0.0
8174,bianca,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,3.33,3.07,4.78,3.18,3.93,3.59,3.47,2.91,1.94
8175,figli,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,1.27,1.17,5.3,1.34,0.0,1.35,0.0,2.09,0.0
8176,inizio,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.11,0.0,0.0,1.13,2.4,0.0,0.0
8177,avuto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0
8178,camminare,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,0.0
8179,esempio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.53,1.1,0.0,0.0,0.0,0.0,0.0
8180,sollievo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0
8181,carta,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,5.0,4.97,5.08,2.56,4.97,2.64,2.34,2.26,1.98
8182,gruppo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,1.51,1.8,5.57,1.68,1.62,1.75,1.53,1.49,1.93
8183,sempre,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.12,2.72,5.83,6.1,2.27,5.96,2.39,2.24,2.07,1.59
8184,musica,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,4.1,3.72,5.27,2.81,4.03,3.2,2.35,2.6,2.43
8185,quelli,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.37,0.0,5.62,1.6,1.18,1.4,0.0,0.0,1.26
8186,entrambi,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0
8187,marchio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5,1.32,4.36,1.39,0.0,1.67,0.0,0.0,0.0
8188,spesso,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.48,0.0,0.0,0.0,0.0,0.0,0.0
8189,lettera,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.77,1.34,5.01,1.93,1.64,1.86,1.29,0.0,1.56
8190,fino a,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,4.0,2.17,5.71,2.19,3.97,2.44,2.3,2.09,1.43
8191,miglio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.86,1.05,0.0,0.0,0.0,0.0,0.0
8192,fiume,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.04,1.84,1.67,4.8,2.22,1.72,2.47,0.0,1.33,0.0
8193,macchina,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.21,1.27,0.0,5.12,1.03,1.38,1.53,1.36,0.0,0.0
8194,piedi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.27,1.04,5.14,1.28,0.0,1.43,0.0,0.0,0.0
8195,cura,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.35,4.46,4.66,5.23,2.7,4.51,2.76,2.33,1.83,1.62
8196,secondo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.92,1.58,5.94,2.41,1.74,2.21,1.22,1.85,1.48
8197,abbastanza,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0
8198,pianura,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0
8199,ragazza,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,1.62,1.29,5.31,1.5,1.28,1.87,1.74,1.07,1.56
8200,solito,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,3.45,1.15,5.04,1.24,1.6,1.14,0.0,0.0,0.0
8201,giovane,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.38,1.39,1.23,5.18,1.61,2.67,2.24,1.01,0.0,0.0
8202,pronto,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,5.12,3.0,4.89,2.17,4.88,2.51,2.76,2.22,1.93
8203,sopra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,2.03,1.67,5.27,2.97,3.3,2.53,1.63,1.79,1.46
