,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,de_zipf,ca_zipf,es_zipf,fr_zipf,it_zipf,pl_zipf,pt_zipf,ru_zipf,sv_zipf
7079,faço,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,5.13,0.0,0.0
7080,coisa,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.0,1.04,1.52,0.0,0.0,0.0,5.93,0.0,0.0
7081,vejo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.66,0.0,1.6,0.0,5.2,0.0,0.0
7082,dele,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5,2.0,1.83,3.21,2.21,2.65,1.74,5.54,1.68,2.06
7083,dois,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.2,1.89,1.99,2.11,5.07,1.79,1.62,5.92,1.34,1.36
7084,tem,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,2.57,3.74,2.79,2.7,3.15,3.22,6.44,1.66,2.45
7085,olhar,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.04,0.0,1.04,1.67,0.0,0.0,0.0,5.15,0.0,0.0
7086,mais,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.96,3.85,2.95,3.06,6.62,3.99,2.65,6.72,2.66,2.77
7087,dia,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.34,3.36,6.09,5.08,3.32,4.36,3.14,6.23,2.38,3.2
7088,poderia,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,5.33,0.0,0.0
7089,vai,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.59,3.14,2.93,2.72,5.11,2.58,6.26,2.25,2.63
7090,venha,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,4.8,0.0,0.0
7091,número,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.66,1.62,5.06,5.46,1.92,1.59,1.23,5.54,0.0,1.64
7092,som,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.03,5.63,3.06,2.99,3.12,3.38,4.94,2.4,7.2
7093,não,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.45,2.01,2.3,2.88,2.15,2.55,2.33,7.06,1.85,1.95
7094,a maioria,7,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0
7095,pessoas,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.18,1.4,0.0,1.45,0.0,0.0,0.0,6.19,0.0,1.13
7096,minha,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,1.45,1.59,2.31,1.91,1.7,2.43,6.18,1.64,1.46
7097,sobre,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.69,2.63,6.22,6.19,3.85,2.99,2.06,6.23,2.07,2.33
7098,conhecer,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0
7099,agua,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,2.57,3.48,5.49,2.55,2.83,2.26,3.93,2.0,2.55
7100,do que,7,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.84,3.62,4.63,4.64,4.45,4.19,3.69,7.02,3.24,3.46
7101,ligar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,1.09,3.55,0.0,1.14,0.0,4.74,0.0,0.0
7102,primeiro,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,1.15,1.45,1.86,1.37,1.42,1.12,5.8,0.0,0.0
7103,quem,7,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.33,1.88,2.6,2.18,2.75,1.48,6.13,1.69,1.77
7104,poderia,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,5.33,0.0,0.0
7105,baixa,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.48,5.06,2.19,1.75,1.62,1.14,4.85,0.0,1.29
7106,lado,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.19,2.0,3.06,5.53,1.99,2.2,1.92,5.67,1.4,1.82
7107,estive,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,1.02,2.1,3.76,0.0,4.24,0.0,0.0
7108,agora,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,2.81,2.28,3.13,3.18,2.75,3.51,6.12,1.71,2.28
7109,achar,7,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.49,1.2,0.0,1.5,1.4,0.0,0.0,4.96,0.0,1.19
7110,cabeça,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.0,1.95,1.81,1.16,0.0,0.0,5.4,0.0,0.0
7111,ter,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3.26,3.71,4.14,3.53,3.94,3.63,3.5,6.19,2.12,3.68
7112,página,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.55,1.56,3.02,5.14,1.54,1.86,1.7,5.15,0.0,1.56
7113,deve,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,1.77,2.09,2.48,2.26,5.67,1.29,5.71,1.17,1.19
7114,país,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4,2.5,5.78,5.78,2.44,2.86,2.63,5.64,2.11,1.88
7115,encontrado,7,2,2,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.43,4.7,0.0,0.0,0.0,4.74,0.0,0.0
7116,responda,7,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.29,3.83,0.0,0.0,0.0,4.07,0.0,0.0
7117,escola,7,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,1.7,5.53,2.85,1.63,2.24,2.36,5.52,1.25,1.27
7118,crescer,7,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,4.68,0.0,0.0
7119,estudar,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,4.71,0.0,0.0
7120,ainda,7,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.22,1.49,1.83,1.17,1.44,1.26,6.18,1.14,0.0
7121,aprender,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.33,1.09,2.47,4.93,1.26,1.46,1.27,5.0,0.0,0.0
7122,plantar,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2.64,1.13,4.25,3.68,0.0,0.0,0.0,3.9,0.0,1.28
7123,cobrir,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,4.24,0.0,0.0
7124,comida,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.36,2.37,5.15,1.37,1.56,1.11,5.05,0.0,1.09
7125,sol,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69,3.69,5.43,5.09,5.0,4.11,3.67,5.11,2.81,4.55
7126,quatro,7,3,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,2.19,1.54,2.59,2.15,2.56,2.23,5.42,1.43,1.98
7127,entre,7,2,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2.82,3.01,6.18,6.11,6.02,3.26,2.13,6.11,2.27,3.0
7128,estado,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.46,2.32,3.78,5.89,2.43,2.67,2.63,5.81,1.59,1.72
7129,guarda,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,1.91,4.29,4.32,1.93,5.2,2.06,4.92,1.59,1.55
7130,olho,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.0,0.0,1.66,1.06,1.65,0.0,4.89,0.0,0.0
7131,nunca,7,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.81,3.27,5.84,1.95,2.79,1.65,5.92,1.35,1.19
7132,último,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.1,3.03,5.35,1.23,1.38,1.12,5.31,0.0,1.16
7133,deixar,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,5.43,1.45,0.0,0.0,0.0,5.47,0.0,0.0
7134,pensamento,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.6,0.0,1.87,0.0,4.75,0.0,0.0
7135,cidade,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.85,1.86,2.03,2.69,1.93,2.35,1.42,5.85,0.0,1.09
7136,árvore,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0
7137,cruz,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,3.51,4.21,4.86,3.58,3.83,3.92,4.78,2.06,3.45
7138,fazenda,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,2.01,1.2,1.85,1.94,1.91,1.41,4.62,0.0,1.32
7139,duro,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,2.36,3.38,4.81,2.1,4.6,2.41,4.46,0.0,2.22
7140,começar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0
7141,poderia,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,5.33,0.0,0.0
7142,história,7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.46,1.78,2.88,2.69,1.4,1.57,0.0,5.71,1.33,1.01
7143,viu,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.84,5.17,2.23,1.37,1.99,0.0,5.28,1.31,1.16
7144,distante,7,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.01,0.0,3.67,3.29,4.11,0.0,4.4,0.0,0.0
7145,mar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.19,3.79,5.32,5.11,3.85,4.51,3.68,5.07,2.95,3.74
7146,empate,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,4.22,0.0,0.0
7147,deixei,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0
7148,tarde,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.2,1.88,3.34,5.43,3.65,3.08,1.21,5.52,1.59,1.22
7149,corre,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.19,1.57,4.47,4.43,2.58,4.28,1.88,4.56,0.0,1.78
7150,não,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.45,2.01,2.3,2.88,2.15,2.55,2.33,7.06,1.85,1.95
7151,enquanto,7,1,0,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.23,1.33,0.0,0.0,0.0,5.66,0.0,0.0
7152,pressione,7,0,2,1,1,0,0,3,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,4.84,0.0,3.33,0.0,0.0
7153,perto,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.0,0.0,1.46,1.07,1.26,0.0,5.27,0.0,0.0
7154,noite,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.03,1.26,1.2,2.33,1.62,2.07,1.44,5.72,1.38,0.0
7155,real,7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5.6,4.61,5.18,5.41,4.28,4.41,4.28,5.31,3.6,4.42
7156,vida,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,3.07,5.82,5.95,3.13,3.41,3.29,6.02,2.48,4.0
7157,alguns,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.2,0.0,5.63,1.97,1.25,1.13,0.0,5.73,0.0,0.0
7158,norte,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.84,2.51,3.44,5.2,2.51,3.13,2.29,5.37,1.56,2.44
7159,livro,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.44,1.45,1.95,1.67,1.62,1.22,5.39,0.0,0.0
7160,carregar,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,4.39,0.0,0.0,0.0,0.0,4.41,0.0,0.0
7161,tomou,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,0.0
7162,ciência,7,0,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.21,0.0,1.09,1.79,0.0,0.0,0.0,4.88,0.0,0.0
7163,comer,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2.86,2.7,2.62,5.09,2.27,2.26,2.06,5.11,1.39,2.16
7164,quarto,7,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.26,2.72,2.35,2.53,4.73,1.35,5.22,1.25,1.19
7165,amigo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,2.97,3.12,5.36,2.9,2.84,3.15,5.38,2.0,2.87
7166,começou,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0
7167,idéia,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0
7168,peixe,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.33,1.11,0.0,1.89,1.16,1.17,0.0,4.6,0.0,0.0
7169,montanha,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,4.49,0.0,0.0
7170,pare,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2.79,2.04,5.34,3.92,3.93,5.23,4.32,4.42,1.33,1.93
7171,uma vez,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,2.02,2.84,3.29,2.36,2.43,2.16,5.9,1.36,1.71
7172,base,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.05,3.84,5.14,5.28,5.3,5.48,3.21,5.34,2.85,3.38
7173,ouvir,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.12,0.0,0.0,1.41,1.5,1.18,0.0,5.27,0.0,0.0
7174,cavalo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.0,0.0,1.38,1.24,1.93,0.0,4.47,0.0,0.0
7175,cortar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,1.26,4.37,0.0,0.0,0.0,4.6,0.0,0.0
7176,claro,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,2.3,2.96,5.47,2.26,2.89,2.39,5.38,1.61,2.08
7177,ver,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,3.42,3.97,3.79,5.95,3.73,3.55,3.14,5.99,2.67,3.28
7178,cor,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.32,2.96,5.11,3.32,3.56,3.53,2.64,4.96,1.95,2.41
7179,enfrentar,7,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,1.72,4.26,0.0,0.0,0.0,4.63,0.0,0.0
7180,madeira,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,3.16,3.41,3.02,2.24,2.8,2.59,4.79,0.0,3.06
7181,a principal,7,0,4,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4.52,2.94,5.2,5.2,4.83,2.86,1.92,5.27,1.81,2.27
7182,abrir,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.09,1.02,1.56,4.77,0.0,1.05,0.0,4.97,0.0,0.0
7183,parecer,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0,0.0,1.4,4.82,0.0,1.09,0.0,4.73,0.0,0.0
7184,juntos,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.81,1.4,2.52,5.05,1.48,2.23,1.71,5.02,0.0,0.0
7185,próximo,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.99,4.88,1.05,1.16,0.0,5.21,0.0,1.4
7186,branco,7,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,2.32,3.02,2.99,2.83,3.9,1.83,5.05,1.03,2.03
7187,crianças,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.04,1.16,0.0,0.0,0.0,5.42,0.0,0.0
7188,começar,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0
7189,pegou,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0
7190,andar,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1.82,1.64,1.83,4.53,1.59,4.04,0.0,4.92,0.0,3.43
7191,exemplo,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.15,0.0,1.81,0.0,1.21,0.0,5.44,0.0,0.0
7192,facilidade,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0
7193,papel,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1.94,2.99,5.16,2.39,2.12,1.47,5.31,0.0,1.48
7194,grupo,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,2.21,3.68,5.58,2.39,2.84,2.2,5.69,2.01,1.84
7195,sempre,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.12,2.39,5.83,2.72,2.27,6.1,2.07,5.96,1.59,2.24
7196,música,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.03,5.39,5.24,1.77,2.54,1.64,5.56,0.0,1.73
7197,essa,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.04,2.87,2.69,2.27,4.88,2.21,6.01,1.58,1.83
7198,ambas,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.37,0.0,1.49,4.83,1.12,0.0,0.0,4.51,0.0,0.0
7199,marca,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.61,4.89,4.89,2.92,4.18,5.23,4.99,2.52,2.1
7200,muitas vezes,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,5.3,0.0,0.0
7201,carta,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,2.64,4.97,5.0,2.56,5.08,2.26,4.97,1.98,2.34
7202,até,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,1.41,1.86,2.43,1.72,1.5,1.07,6.21,0.0,1.18
